episode,duration,ad_spot,pct_through,context
ELFCM602,25:21,11:22,44.9,"most powerful uses of AI, and clearly it’s relevant to you, because you are listening to one right now. So, first, listen to the episode normally. Don't look at the transcript yet."
ELFCM603,22:58,10:20,45.0,"Nobody was coming. There was an immediate collapse of spirit. The news hit them like a second crash. But then, strangely, something shifted. This knowledge that they were on"
ELFCM604,24:58,11:17,45.2,"a Methodist church group and the US government, as part of a deliberate attempt to destabilise the country. Or at least, that was the official policy line, and what Otto confessed"
ELFCM605,27:25,12:18,44.9,"And that made him, in theory, a potential rallying point for anyone who might want an alternative. There were whispers that China was quietly keeping Kim Jong-nam as"
ELFCM606,23:28,10:34,45.0,"lead actress in many of his films. This, of course, was the same Choi you heard about at the start of the episode. Kim Jong-il knew all of this. And he had a plan."
ELFCM607,25:14,11:26,45.3,"universities in the United States, a place where Supreme Court justices, senators, and presidents have passed through. For a kid from small-town Ohio, whose mother had battled addiction and"
ELFCM608,28:36,12:47,44.7,"NUM's funds were limited and, as the months went on, partly because those funds were frozen by the courts. So the men who went out and stayed out for a year were, in many cases,"
ELFCM609,20:33,09:18,45.3,"To question the Bible was, in this reading, to question why some people owned land and others did not. Now, by the twentieth century, most people in Britain assumed that"
ELFCM610,24:20,10:58,45.1,"Gibreel could be a reference to the angel Gabriel and Saladin to the Muslim military leader who defeated the crusaders. Remember, Rushdie was a Cambridge-educated scholar of Islamic history, and"
ELFCM611,25:18,11:23,45.0,"As the old saying goes, ""I disapprove of what you say, but I will defend to the death your right to say it"". But the debate was not just between famous names in newspapers."
ELFCM612,22:26,09:59,44.6,"The lawful judgement of ""his equals"" — people like him. Peers judging peers. So when the British government talks about removing jury trials for a"
ELFCM613,26:51,12:11,45.4,"into labour brigades, but, importantly, most had survived; the deportations to the death camps had not yet begun. However, among the first Nazi officials to arrive in occupied"
ELFCM614,30:34,13:43,44.9,"They learned the Irish language. They adopted Irish customs. They intermarried with local families. They became known as the Old English. The settlers were becoming, it was said,"
ELFCM615,30:59,13:57,45.0,Minister — he had no particular sympathy for Irish Catholics. But he was a pragmatist. What O'Connell's election had demonstrated was that the Catholic
ELFCM616,25:07,11:17,44.9,"waiting for Home Rule, well, it collapsed. And in December 1918, the United Kingdom held a general election. Sinn Féin won seventy-three of Ireland's hundred and five Westminster seats."
ELFCM617,23:50,10:42,44.9,"Their man, a figure named Said Mohamed Jaffar, is installed as president. He lasts five months. The problem is that the United National Front was always a loose arrangement."
ELFCM618,23:27,10:40,45.5,"people — especially women — would do their make up in a way that made them look like they had tuberculosis. Pale skin, red lips, and even using toxic cosmetics to make"
ELFCM619,22:20,10:01,44.8,"power and political allegiance. The county sheriff, a man named Johnny Behan, was sympathetic to the Cowboys. He had grown up among ranching people and shared their wariness of the Earp"
ELFCM620,24:59,11:18,45.3,"His belief was that Indian Territory was in dire need of order, and he was willing to be ruthless in his pursuit of it. And interestingly enough, one more progressive element of his"
ELFCM621,25:27,11:26,44.9,Carlos and returned to the mountains. He continued the raiding in Mexico and in Arizona. He found himself being chased by thousands of American soldiers
ELFCM622,23:39,10:37,44.9,Chimpanzees sleep around ten hours a night because their sleep is so frequently disturbed. Humans sleep seven to eight hours. And we sleep deeply.
ELFCM623,24:04,10:52,45.2,"This is the talent that will produce, eventually, the greatest biography in the English language. But first, he needs his subject. And you will win no prizes for"
ELFCM624,25:25,11:24,44.9,"The reality is a little more complicated. George was a constitutional monarch, not an absolute one. In other words, he could influence policy, but it was the British Parliament"
